title,F,M
"Last of the High Kings, The (a.k.a. Summer Fling) (1996)",,3.0
"Last of the Mohicans, The (1992)",3.795555555555556,3.818666666666666
"Late August, Early September (Fin août, début septembre) (1998)",2.0,3.0
Late Bloomers (1996),,2.75
Laura (1944),4.277777777777779,4.157608695652174
Lawn Dogs (1997),4.0,3.2105263157894735
Lawnmower Man 2: Beyond Cyberspace (1996),1.75,1.6629213483146068
"Lawnmower Man, The (1992)",2.5581395348837206,2.676748582230624
Lawrence of Arabia (1962),4.2405063291139244,4.4398216939078745
"Lay of the Land, The (1997)",,2.0
"Leading Man, The (1996)",3.0,4.0
"League of Their Own, A (1992)",3.865497076023392,3.595772787318362
Leather Jacket Love Story (1997),,4.0
Leatherface: Texas Chainsaw Massacre III (1990),2.0,2.117647058823529
Leave It to Beaver (1997),2.6,1.9696969696969695
Leaving Las Vegas (1995),3.4581939799331103,3.73568281938326
Legal Deceit (1997),2.0,
Legend (1985),3.476744186046512,3.2044609665427513
"Legend of 1900, The (Leggenda del pianista sull'oceano) (1998)",3.5,2.888888888888889
Legends of the Fall (1994),3.4954954954954958,3.393374741200828
Let's Get Harry (1986),2.6666666666666665,2.71875
Let's Talk About Sex (1998),3.0,1.7142857142857142
Lethal Weapon (1987),3.860681114551084,3.8934049079754596
Lethal Weapon 2 (1989),3.5819209039548023,3.537170263788969
Lethal Weapon 3 (1992),3.442748091603053,3.2175856929955287
Lethal Weapon 4 (1998),3.2818181818181817,3.1127012522361364
Liar Liar (1997),3.4137931034482767,3.5304878048780486
Liberty Heights (1999),3.615384615384616,3.66990291262136
Licence to Kill (1989),3.1960784313725488,3.2005988023952097
Life (1999),2.9090909090909087,2.975
Life Is Beautiful (La Vita è bella) (1997),4.422343324250681,4.286624203821656
"Life Less Ordinary, A (1997)",3.2777777777777777,3.125
"Life and Times of Hank Greenberg, The (1998)",3.2222222222222223,3.8
"Life of Émile Zola, The (1937)",3.2,3.4375
Life with Mikey (1993),2.8,2.8205128205128207
Lifeboat (1944),3.8139534883720936,3.976470588235294
Lifeforce (1985),2.25,2.9941520467836256
Light It Up (1999),3.1428571428571432,3.111111111111111
Light Years (1988),,2.0
Light of Day (1987),2.833333333333333,2.64
Lightning Jack (1994),2.8,2.5964912280701755
Like Water for Chocolate (Como agua para chocolate) (1992),4.078947368421051,3.816279069767442
Limbo (1999),3.941176470588236,4.084507042253522
Limelight (1952),3.7777777777777777,3.6190476190476186
"Limey, The (1999)",3.5882352941176467,3.704301075268817
"Line King: Al Hirschfeld, The (1996)",4.0,3.692307692307693
"Lion King, The (1994)",3.9413580246913575,3.82810539523212
Little Big League (1994),3.083333333333333,2.881578947368421
Little Big Man (1970),3.991869918699187,4.057692307692308
Little Boy Blue (1997),2.0,2.6
Little Buddha (1993),3.3684210526315788,3.0961538461538463
Little City (1998),2.6,2.333333333333333
"Little Indian, Big City (Un indien dans la ville) (1994)",1.0,
Little Lord Fauntleroy (1936),3.375,3.533333333333333
Little Men (1998),2.0,4.0
"Little Mermaid, The (1989)",3.9759358288770055,3.6323751891074134
Little Nemo: Adventures in Slumberland (1992),3.0,3.066666666666667
Little Odessa (1994),3.5,3.347826086956522
"Little Princess, A (1995)",3.808080808080808,3.958904109589041
"Little Princess, The (1939)",3.862745098039216,3.3076923076923075
"Little Rascals, The (1994)",3.2758620689655173,2.6538461538461537
Little Shop of Horrors (1986),3.5660377358490565,3.2399403874813717
"Little Shop of Horrors, The (1960)",3.65,3.1796875
Little Voice (1998),3.6428571428571432,3.7205882352941178
Little Women (1994),3.8705882352941177,3.3217391304347825
Live Flesh (1997),4.0,3.8333333333333335
Live Nude Girls (1995),3.363636363636364,3.1627906976744184
Live Virgin (1999),,2.0
Live and Let Die (1973),3.375,3.6256830601092895
"Living Dead Girl, The (La Morte Vivante) (1982)",,2.5
Living Out Loud (1998),3.223529411764706,3.223404255319149
Living in Oblivion (1995),4.06,3.870967741935484
Loaded (1994),2.6666666666666665,2.6666666666666665
Loaded Weapon 1 (1993),2.6842105263157894,2.774336283185841
Local Hero (1983),4.181818181818182,3.9391634980988592
"Lock, Stock & Two Smoking Barrels (1998)",3.628787878787879,3.969574036511156
"Lodger, The (1926)",3.875,3.3076923076923075
Logan's Run (1976),3.539325842696629,3.4581005586592184
Lolita (1962),3.7735849056603774,3.8986486486486487
Lolita (1997),3.27027027027027,3.3809523809523814
Lone Star (1996),4.1234567901234565,4.068376068376068
Lonely Are the Brave (1962),3.0,4.162790697674419
"Long Goodbye, The (1973)",3.5789473684210527,3.952380952380953
"Long Kiss Goodnight, The (1996)",3.597560975609756,3.457386363636364
"Long Walk Home, The (1990)",3.75,3.7358490566037736
"Longest Day, The (1962)",3.4117647058823533,4.031446540880503
Looking for Richard (1996),3.5,3.9433962264150937
Lord of Illusions (1995),2.8125,2.7235772357723578
Lord of the Flies (1963),3.6145833333333335,3.684824902723735
"Lord of the Rings, The (1978)",3.306451612903226,3.3377659574468086
"Lords of Flatbush, The (1974)",3.0769230769230766,2.8194444444444446
Loser (1991),2.5,1.0
Loser (2000),2.75,2.3529411764705883
Losing Chase (1996),3.5,3.7142857142857135
Losing Isaiah (1995),3.290322580645161,3.0
"Loss of Sexual Innocence, The (1999)",2.1,3.0625
Lost & Found (1999),2.727272727272727,2.5849056603773586
Lost Highway (1997),3.2413793103448274,3.3793103448275863
Lost Horizon (1937),3.9565217391304346,3.743243243243243
"Lost Weekend, The (1945)",3.95,3.890243902439024
"Lost World: Jurassic Park, The (1997)",2.8475336322869955,3.0775193798449614
Lost in Space (1998),2.4363636363636365,2.614003590664273
Lotto Land (1995),,1.0
Love & Human Remains (1993),3.5,3.4705882352941178
Love & Sex (2000),3.636363636363636,2.7333333333333334
Love Affair (1994),3.1607142857142856,2.739130434782609
"Love Bewitched, A (El Amor Brujo) (1986)",3.0,2.0
"Love Bug, The (1969)",3.3714285714285714,3.226744186046512
Love Is a Many-Splendored Thing (1955),3.555555555555556,2.9130434782608696
Love Is the Devil (1998),4.333333333333333,3.0
Love Jones (1997),3.692307692307693,3.2142857142857144
"Love Letter, The (1999)",2.681159420289855,2.813333333333333
Love Serenade (1996),3.2142857142857144,3.2142857142857144
Love Stinks (1999),2.5,2.555555555555556
Love Walked In (1998),,2.0
Love and Basketball (2000),3.565217391304348,3.3835616438356166
Love and Death (1975),3.725,4.089385474860335
Love and Death on Long Island (1997),3.1162790697674416,3.555555555555556
Love and Other Catastrophes (1996),4.0,2.9090909090909087
Love and a .45 (1994),3.4,2.92
Love in the Afternoon (1957),4.304347826086956,3.1428571428571432
Love! Valour! Compassion! (1997),3.717948717948718,3.34375
Love's Labour's Lost (2000),3.388888888888889,2.7777777777777777
"Love, etc. (1996)",2.5,1.0
"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",4.0,3.7407407407407414
"Lovers on the Bridge, The (Les Amants du Pont-Neuf) (1991)",3.5625,2.76
"Loves of Carmen, The (1948)",1.0,
"Low Down Dirty Shame, A (1994)",2.4285714285714284,2.768421052631579
"Low Life, The (1994)",,1.0
Lucas (1986),3.5510204081632653,3.6603773584905666
Lucie Aubrac (1997),4.5,3.25
Lulu on the Bridge (1998),2.8,2.583333333333333
Lured (1947),,5.0
M (1931),4.316666666666666,4.298387096774194
M*A*S*H (1970),4.093023255813954,4.132352941176471
M. Butterfly (1993),3.5625,3.260869565217391
MacKenna's Gold (1969),2.7777777777777777,3.346938775510204
Macao (1952),,3.0
"Machine, The (1994)",,1.8
Mad City (1997),2.9130434782608696,2.7444444444444445
Mad Dog Time (1996),4.0,2.0
Mad Love (1995),2.333333333333333,2.0
Mad Max (1979),3.523489932885906,3.6870229007633593
Mad Max 2 (a.k.a. The Road Warrior) (1981),3.3937007874015754,3.713340683572216
Mad Max Beyond Thunderdome (1985),3.1826923076923075,3.163430420711974
Madame Butterfly (1995),3.888888888888889,3.0
Madame Sousatzka (1988),3.1904761904761907,3.236842105263158
Made in America (1993),2.7931034482758617,2.338235294117647
Madeline (1998),3.18,3.1666666666666665
"Madness of King George, The (1994)",3.746153846153846,3.7154150197628457
Madonna: Truth or Dare (1991),3.344262295081968,2.9459459459459465
Mafia! (1998),2.333333333333333,2.468468468468469
Magnolia (1999),3.7687074829931975,3.938949938949939
Magnum Force (1973),3.35,3.726315789473684
Major League: Back to the Minors (1998),2.269230769230769,2.2068965517241383
Major Payne (1994),3.0,2.6513761467889907
Make Mine Music (1946),4.0,3.2105263157894735
Make Them Die Slowly (Cannibal Ferox) (1980),,3.0
Malcolm X (1992),3.9210526315789473,3.897506925207756
Male and Female (1919),,2.6666666666666665
Malice (1993),3.2777777777777777,3.3435114503816794
Mallrats (1995),3.4347826086956523,3.5766016713091924
"Maltese Falcon, The (1941)",4.3446808510638295,4.410891089108911
Mamma Roma (1962),,4.5
Man Bites Dog (C'est arrivé près de chez vous) (1992),3.458333333333333,3.692307692307693
Man Facing Southeast (Hombre Mirando al Sudeste) (1986),4.0,3.6190476190476186
"Man Who Knew Too Little, The (1997)",3.071428571428572,3.1785714285714284
"Man Who Knew Too Much, The (1934)",3.90625,3.8125
"Man Who Knew Too Much, The (1956)",3.844444444444445,3.9626865671641784
"Man Who Would Be King, The (1975)",4.176470588235294,4.119691119691121
"Man Without a Face, The (1993)",3.5479452054794516,3.194244604316547
"Man and a Woman, A (Un Homme et une Femme) (1966)",3.9736842105263164,3.867924528301887
"Man for All Seasons, A (1966)",4.3,4.2075471698113205
"Man from Down Under, The (1943)",,2.75
"Man from Laramie, The (1955)",3.333333333333333,3.8333333333333335
"Man in the Iron Mask, The (1998)",3.2063492063492065,2.9660377358490564
"Man of No Importance, A (1994)",3.5,3.375
Man of the Century (1999),,4.0
Man of the House (1995),2.333333333333333,2.4
Man of the Year (1995),2.0,3.1818181818181817
Man on the Moon (1999),3.3694581280788176,3.5201192250372584
"Man with Two Brains, The (1983)",3.25,3.2217741935483866
"Man with the Golden Arm, The (1955)",4.0,3.6857142857142855
"Man with the Golden Gun, The (1974)",3.5593220338983054,3.639303482587065
"Manchurian Candidate, The (1962)",4.358823529411763,4.326050420168067
Manhattan (1979),3.932642487046632,4.137142857142857
Manhattan Murder Mystery (1993),3.679611650485437,3.7370689655172415
Manny & Lo (1996),3.647058823529412,3.6428571428571432
Manon of the Spring (Manon des sources) (1986),4.280487804878049,4.246376811594203
Mansfield Park (1999),4.027027027027027,3.732394366197183
"Map of the World, A (1999)",3.7142857142857135,3.2666666666666666
Marathon Man (1976),3.875,3.940476190476191
"Marcello Mastroianni: I Remember Yes, I Remember (1997)",4.666666666666667,3.0
March of the Wooden Soldiers (a.k.a. Laurel & Hardy in Toyland) (1934),3.1333333333333333,3.6818181818181817
Margaret's Museum (1995),3.5,2.6
"Mariachi, El (1992)",3.563380281690141,3.70873786407767
Marie Baie Des Anges (1997),,1.5
"Mark of Zorro, The (1940)",3.875,3.6543209876543212
Marked for Death (1990),2.1,2.8376068376068377
Marlene Dietrich: Shadow and Light (1996),3.6,3.0
Marnie (1964),3.5263157894736836,3.5875
Married to the Mob (1988),3.263157894736842,3.01593625498008
Mars Attacks! (1996),2.8505747126436782,2.91
Marty (1955),3.9166666666666665,4.007518796992481
Marvin's Room (1996),3.3488372093023258,3.098360655737705
Mary Poppins (1964),4.19774011299435,3.730593607305936
Mary Reilly (1996),2.272727272727273,2.3818181818181814
Mary Shelley's Frankenstein (1994),3.04,2.8608247422680413
Mascara (1999),3.0,
"Mask of Zorro, The (1998)",3.6254826254826256,3.5386740331491717
"Mask, The (1994)",3.0818505338078293,3.3407572383073503
"Masque of the Red Death, The (1964)",3.1052631578947367,3.25
Mass Appeal (1984),3.0,3.3684210526315788
Master Ninja I (1984),2.0,4.0
"Match, The (1999)",3.0,
"MatchMaker, The (1997)",3.103448275862069,2.92156862745098
Matewan (1987),4.3589743589743595,4.079710144927536
Matilda (1996),3.6428571428571432,3.373134328358209
"Mating Habits of the Earthbound Human, The (1998)",4.0,3.0769230769230766
"Matrix, The (1999)",4.128404669260701,4.362235067437378
Maurice (1987),3.911111111111111,3.803571428571429
Maverick (1994),3.5098039215686274,3.526964560862866
Max Dugan Returns (1983),3.3809523809523814,2.96
Maximum Overdrive (1986),1.9090909090909087,2.336
Maximum Risk (1996),2.2,2.6122448979591835
Maya Lin: A Strong Clear Vision (1994),4.105263157894736,4.1
"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",,3.6
McCabe & Mrs. Miller (1971),3.829268292682927,3.6646706586826343
"McCullochs, The (1975)",,1.0
McHale's Navy (1997),2.4,2.148936170212766
Me Myself I (2000),3.2741935483870965,3.1461538461538465
"Me, Myself and Irene (2000)",2.6293103448275863,3.096846846846846
Meatballs (1979),3.4423076923076925,3.2851711026615966
Meatballs 4 (1992),1.7777777777777777,1.7096774193548387
Meatballs III (1987),1.7777777777777777,1.5178571428571428
Meatballs Part II (1984),2.1818181818181817,1.6129032258064515
Medicine Man (1992),3.1142857142857143,3.0259067357512954
Mediterraneo (1991),3.88,3.772727272727273
Meet Joe Black (1998),3.2580645161290325,3.25
Meet John Doe (1941),4.166666666666667,3.810344827586207
Meet Me in St. Louis (1944),4.011363636363637,3.603960396039603
Meet Wally Sparks (1997),1.0,2.409090909090909
Meet the Deedles (1998),2.6,1.875
Meet the Parents (2000),3.6190476190476186,3.641838351822504
Melody Time (1948),3.0,3.421052631578948
Melvin and Howard (1980),3.7142857142857135,3.6206896551724137
Men Don't Leave (1990),3.1304347826086962,3.1538461538461537
Men With Guns (1997),3.72,4.045454545454546
Men in Black (1997),3.817843866171004,3.719
Menace II Society (1993),3.5517241379310347,3.613382899628253
Mephisto (1981),3.8695652173913038,3.689655172413793
Mercury Rising (1998),2.959183673469388,3.0139534883720933
"Merry War, A (1997)",3.25,2.5
Message in a Bottle (1999),2.948051948051948,2.7419354838709675
Message to Love: The Isle of Wight Festival (1996),5.0,3.8333333333333335
"Messenger: The Story of Joan of Arc, The (1999)",2.8095238095238093,3.0647482014388485
Meteor (1979),2.235294117647059,2.3859649122807016
Metisse (Café au Lait) (1993),,3.0
Metro (1997),2.9,2.7555555555555555
Metroland (1997),3.125,3.5
Metropolis (1926),4.107692307692306,4.077399380804954
Metropolitan (1990),3.4912280701754392,3.709219858156029
Miami Rhapsody (1995),2.933333333333333,2.64
Michael (1996),3.1666666666666665,2.96875
Michael Collins (1996),3.4054054054054053,3.5563909774436087
Mickey Blue Eyes (1999),2.8503401360544216,2.8770764119601333
Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),4.44,3.971014492753623
"Midaq Alley (Callejón de los milagros, El) (1995)",4.0,4.0
Midnight Cowboy (1969),4.181208053691275,4.093385214007782
Midnight Express (1978),4.017857142857143,4.00418410041841
Midnight Run (1988),3.927927927927928,3.844036697247706
Midnight in the Garden of Good and Evil (1997),3.2711864406779663,3.246119733924612
"Midsummer Night's Dream, A (1999)",3.43125,3.2980392156862743
Mifune (Mifunes sidste sang) (1999),3.8181818181818175,3.4117647058823533
Mighty Aphrodite (1995),3.6793893129770994,3.6233333333333335
"Mighty Ducks, The (1992)",3.1538461538461537,2.7782101167315174
Mighty Joe Young (1949),3.1818181818181817,3.09009009009009
Mighty Joe Young (1998),2.9090909090909087,2.8014705882352944
Mighty Morphin Power Rangers: The Movie (1995),1.7777777777777777,1.5733333333333333
Mighty Peking Man (Hsing hsing wang) (1977),,2.833333333333333
"Mighty, The (1998)",3.9777777777777783,3.707865168539326
Mike's Murder (1984),2.875,2.6
Mildred Pierce (1945),4.183333333333334,4.0131578947368425
Milk Money (1994),2.7032967032967035,2.6861313868613137
Miller's Crossing (1990),3.880597014925373,4.034364261168385
Mimic (1997),2.7755102040816326,2.9498327759197323
Mina Tannenbaum (1994),3.6666666666666665,2.6153846153846154
Minnie and Moskowitz (1971),3.333333333333333,3.5
"Minus Man, The (1999)",2.9545454545454546,3.262295081967213
Miracle on 34th Street (1947),3.959016393442623,3.9612403100775193
Miracle on 34th Street (1994),3.3,3.118181818181818
Mirage (1995),,3.0
"Mirror Has Two Faces, The (1996)",3.2920353982300883,2.773333333333333
"Mirror, The (Zerkalo) (1975)",2.333333333333333,4.05
Misery (1990),3.8,3.834080717488789
Miss Julie (1999),2.8,2.6666666666666665
Missing in Action (1984),2.647058823529412,2.528735632183908
Missing in Action 2: The Beginning (1985),1.8,2.1010101010101008
Mission to Mars (2000),2.522058823529412,2.6103500761035012
"Mission, The (1986)",3.9166666666666665,3.889502762430939
Mission: Impossible (1996),3.449685534591195,3.4284532671629444
Mission: Impossible 2 (2000),3.2156862745098036,3.1909262759924384
Mister Roberts (1955),4.079545454545454,4.168168168168168
"Misérables, Les (1995)",3.873417721518988,3.7862068965517235
"Misérables, Les (1998)",3.698924731182796,3.7951807228915664
Mixed Nuts (1994),2.5,2.5535714285714284
Mo' Better Blues (1990),3.6,3.1864406779661016
"Mod Squad, The (1999)",2.255813953488372,2.0701754385964914
"Modern Affair, A (1995)",3.0,3.0
Modern Times (1936),4.227272727272728,4.2384937238493725
Modulations (1998),,4.0
"Mole People, The (1956)",2.5454545454545454,2.6382978723404253
Moll Flanders (1996),3.8,3.136363636363636
Molly (1999),1.5,2.571428571428572
Mommie Dearest (1981),3.3194444444444446,3.10989010989011
Mona Lisa (1986),3.4883720930232562,3.6532258064516134
"Money Pit, The (1986)",3.0642201834862384,2.831715210355987
Money Talks (1997),2.0,2.790322580645161
Money Train (1995),2.6,2.5310344827586206
Monkey Shines (1988),2.8666666666666667,2.6412213740458017
Monsieur Verdoux (1947),3.333333333333333,3.6216216216216215
"Monster, The (Il Mostro) (1994)",4.5,3.612903225806452
Montana (1998),,3.0
"Month by the Lake, A (1995)",3.1764705882352944,3.1333333333333333
Monty Python and the Holy Grail (1974),4.235795454545454,4.363271852445871
Monty Python's Life of Brian (1979),3.9722222222222223,4.029490616621984
Monument Ave. (1998),4.0,3.333333333333333
Moonlight Murder (1936),,2.0
Moonlight and Valentino (1995),3.282051282051282,2.6
Moonraker (1979),3.102564102564102,3.2038327526132404
Moonstruck (1987),4.011428571428572,3.6629746835443036
"Morning After, The (1986)",3.2068965517241383,3.2241379310344827
Mortal Kombat (1995),2.810810810810811,2.7846715328467155
Mortal Kombat: Annihilation (1997),2.2857142857142856,2.1666666666666665
Mortal Thoughts (1991),2.9166666666666665,2.96
"Mosquito Coast, The (1986)",3.3240740740740735,3.3687150837988837
Mother (1996),3.48,3.6440677966101696
Mother Night (1996),3.6666666666666665,3.6984126984126986
Mouse Hunt (1997),3.018181818181818,3.051136363636364
Mouth to Mouth (Boca a boca) (1995),,4.0
Mr. & Mrs. Smith (1941),3.8,3.2777777777777777
Mr. Death: The Rise and Fall of Fred A. Leuchter Jr. (1999),3.896551724137931,3.978947368421053
Mr. Holland's Opus (1995),3.747191011235955,3.672176308539945
Mr. Jealousy (1997),3.083333333333333,3.3
Mr. Jones (1993),2.6538461538461537,2.8571428571428568
Mr. Magoo (1997),2.083333333333333,1.8269230769230769
Mr. Mom (1983),3.530386740331492,3.3579418344519016
Mr. Nice Guy (1997),3.238095238095238,3.271523178807947
Mr. Saturday Night (1992),2.5476190476190474,2.762962962962963
Mr. Smith Goes to Washington (1939),4.4,4.18374558303887
Mr. Wonderful (1993),2.75,2.7586206896551726
Mr. Wrong (1996),1.6666666666666667,1.880952380952381
"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",3.8984375,3.854014598540146
Mrs. Dalloway (1997),3.814814814814815,3.645161290322581
Mrs. Doubtfire (1993),3.5348837209302326,3.3689655172413797
Mrs. Miniver (1942),3.9117647058823533,3.8541666666666665
Mrs. Parker and the Vicious Circle (1994),3.5,3.1944444444444446
Mrs. Winterbourne (1996),3.1333333333333333,3.0434782608695654
Much Ado About Nothing (1993),4.224334600760456,3.853960396039603
Mulan (1998),3.9320987654320985,3.649390243902439
Mulholland Falls (1996),2.9090909090909087,3.121212121212121
Multiplicity (1996),2.7419354838709675,2.9039548022598867
Mumford (1999),3.5301204819277108,3.5567010309278353
"Mummy's Curse, The (1944)",3.4,2.8571428571428568
"Mummy's Ghost, The (1944)",2.333333333333333,2.5
"Mummy's Hand, The (1940)",2.6,2.6785714285714284
"Mummy's Tomb, The (1942)",3.0,2.806451612903226
"Mummy, The (1932)",3.571428571428572,3.5275590551181097
"Mummy, The (1959)",3.0,3.2987012987012987
"Mummy, The (1999)",3.3596059113300494,3.3121890547263684
"Muppet Christmas Carol, The (1992)",3.8588235294117648,3.485875706214689
"Muppet Movie, The (1979)",3.9704433497536944,3.813308687615527
Muppet Treasure Island (1996),3.2948717948717947,3.0842696629213484
Muppets From Space (1999),3.3380281690140845,3.1055900621118013
"Muppets Take Manhattan, The (1984)",3.7623762376237617,3.395833333333333
Murder at 1600 (1997),3.0694444444444446,3.0095693779904304
Murder in the First (1995),3.55,3.5789473684210527
Murder! (1930),2.6666666666666665,3.7142857142857135
"Murder, My Sweet (1944)",3.794117647058824,3.986842105263158
Muriel's Wedding (1994),3.662393162393162,3.6901408450704234
Murphy's Romance (1985),3.7291666666666665,3.445086705202312
"Muse, The (1999)",2.9795918367346936,2.9444444444444446
Music From Another Room (1998),3.0,3.0
Music of the Heart (1999),3.507936507936508,3.3571428571428568
Mute Witness (1994),3.1428571428571432,3.5909090909090913
Mutiny on the Bounty (1935),3.8571428571428568,4.079545454545454
Mutters Courage (1995),,1.0
My Best Fiend (Mein liebster Feind) (1999),3.0,3.9696969696969697
My Best Friend's Wedding (1997),3.5329512893982806,3.35031847133758
My Blue Heaven (1990),3.0892857142857144,3.2240437158469946
My Bodyguard (1980),3.4769230769230766,3.520231213872832
My Boyfriend's Back (1993),2.1666666666666665,2.24
My Chauffeur (1986),2.833333333333333,2.962962962962963
My Cousin Vinny (1992),3.831034482758621,3.7675879396984926
My Crazy Life (Mi vida loca) (1993),3.6071428571428568,3.4444444444444446
My Dog Skip (1999),3.71875,3.607843137254902
My Fair Lady (1964),4.336666666666667,3.991071428571429
My Family (1995),3.76,3.6666666666666665
My Favorite Martian (1999),2.642857142857143,2.2421052631578946
My Favorite Season (1993),4.083333333333333,3.566666666666667
My Favorite Year (1982),3.810810810810811,3.9210526315789473
My Fellow Americans (1996),3.1428571428571432,3.21505376344086
My Giant (1998),2.1052631578947367,2.32
My Left Foot (1989),4.101351351351353,3.8885245901639354
My Life (1993),3.333333333333333,3.618181818181818
My Life So Far (1999),3.5,3.6428571428571432
My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),1.0,2.7777777777777777
My Life as a Dog (Mitt liv som hund) (1985),4.203703703703703,4.117117117117116
My Life in Pink (Ma vie en rose) (1997),4.0,3.7244094488188977
My Man Godfrey (1936),4.158730158730159,4.08
My Man Godfrey (1957),3.875,4.0
My Name Is Joe (1998),3.466666666666667,3.7
My Own Private Idaho (1991),3.4457831325301207,3.3006535947712417
My Science Project (1985),2.9642857142857144,3.0186335403726714
My Son the Fanatic (1998),3.75,3.7142857142857135
My Tutor (1983),2.0,2.3793103448275863
Mystery Men (1999),2.9572192513368982,3.0255255255255253
Mystery Science Theater 3000: The Movie (1996),3.7,3.6748633879781423
Mystery Train (1989),3.9130434782608696,3.866197183098592
"Mystery, Alaska (1999)",3.4347826086956523,3.4357798165137616
"Myth of Fingerprints, The (1997)",3.2,2.8
Ménage (Tenue de soirée) (1986),,2.0
Nadine (1987),2.6,2.888888888888889
Nadja (1994),3.1666666666666665,3.4
Naked (1993),3.4166666666666665,3.6714285714285713
"Naked Gun 2 1/2: The Smell of Fear, The (1991)",2.802469135802469,3.1542857142857144
Naked Gun 33 1/3: The Final Insult (1994),2.671875,2.939655172413793
"Naked Gun: From the Files of Police Squad!, The (1988)",3.3951612903225805,3.742957746478873
"Naked Man, The (1998)",,2.0
Naked in New York (1994),3.0,2.875
"Name of the Rose, The (1986)",3.8333333333333335,3.918604651162791
Napoleon and Samantha (1972),,3.0
Nashville (1975),3.7534246575342474,3.968253968253968
National Lampoon's Senior Trip (1995),1.6666666666666667,2.5581395348837206
Native Son (1986),3.555555555555556,3.2666666666666666
Natural Born Killers (1994),3.1929824561403515,3.13481228668942
"Natural, The (1984)",3.691666666666667,3.8714953271028034
"Navigator: A Mediaeval Odyssey, The (1988)",3.68,3.5294117647058822
Near Dark (1987),3.4736842105263164,3.744186046511628
Needful Things (1993),2.843137254901962,2.9685863874345553
"Negotiator, The (1998)",3.575539568345324,3.6151515151515152
Nekromantik (1987),,2.1818181818181817
Nell (1994),3.511111111111111,3.016
Nelly & Monsieur Arnaud (1995),3.6,3.6
Nemesis 2: Nebula (1995),3.0,
"Neon Bible, The (1995)",1.0,4.0
"Net, The (1995)",3.0991735537190084,2.8080357142857144
Network (1976),3.968152866242038,4.03578154425612
Never Been Kissed (1999),3.4521739130434783,3.0025380710659904
Never Cry Wolf (1983),3.9361702127659575,3.9939393939393937
Never Met Picasso (1996),,2.0
Never Talk to Strangers (1995),2.6153846153846154,2.5
"NeverEnding Story II: The Next Chapter, The (1990)",2.60377358490566,2.3306451612903225
"NeverEnding Story III, The (1994)",2.357142857142857,1.8450704225352117
"NeverEnding Story, The (1984)",3.8288770053475942,3.5234375
"New Age, The (1994)",4.333333333333333,3.5
New Jersey Drive (1995),2.5,3.1428571428571432
New Rose Hotel (1998),2.833333333333333,2.1666666666666665
Newsies (1992),3.861111111111111,2.6666666666666665
"Newton Boys, The (1998)",3.121212121212121,3.0
"Next Best Thing, The (2000)",2.4133333333333336,2.2588235294117647
Next Friday (1999),2.217391304347826,2.6620689655172414
"Next Karate Kid, The (1994)",2.0270270270270268,1.9067796610169487
"Next Stop, Wonderland (1998)",3.7191011235955056,3.663551401869159
Niagara (1953),3.466666666666667,3.5135135135135136
"Niagara, Niagara (1997)",4.0,3.2
Nick of Time (1995),3.055555555555556,3.0777202072538863
Nico Icon (1995),3.555555555555556,3.84
Night Falls on Manhattan (1997),3.4166666666666665,3.09375
Night Flier (1997),2.5,2.658536585365854
"Night Porter, The (Il Portiere di notte) (1974)",3.8333333333333335,3.4
Night Shift (1982),3.338709677419355,3.5086206896551726
Night Tide (1961),,2.0
"Night at the Roxbury, A (1998)",2.0689655172413794,2.4608695652173918
Night of the Comet (1984),3.125,3.0901287553648067
Night of the Creeps (1986),2.6666666666666665,2.5357142857142856
Night of the Living Dead (1968),3.4227642276422765,3.722972972972973
Night on Earth (1991),3.844827586206896,3.7058823529411766
"Night to Remember, A (1958)",3.743589743589744,3.923809523809524
Nighthawks (1981),3.6666666666666665,3.232558139534884
"Nightmare Before Christmas, The (1993)",3.646840148698885,3.744154057771664
"Nightmare on Elm Street 3: Dream Warriors, A (1987)",2.5434782608695654,2.6621621621621623
"Nightmare on Elm Street 4: The Dream Master, A (1988)",2.2444444444444445,2.238578680203046
"Nightmare on Elm Street 5: The Dream Child, A (1989)",2.0526315789473686,1.9814814814814812
"Nightmare on Elm Street Part 2: Freddy's Revenge, A (1985)",2.3191489361702127,2.3215859030837005
"Nightmare on Elm Street, A (1984)",3.217391304347826,3.5543175487465177
Nightmares (1983),2.0,2.375
Nights of Cabiria (Le Notti di Cabiria) (1957),4.411764705882354,4.116883116883117
Nightwatch (1997),3.0588235294117645,2.933333333333333
Nikita (La Femme Nikita) (1990),3.864864864864865,4.041025641025641
Nil By Mouth (1997),3.1428571428571432,3.3076923076923075
Nina Takes a Lover (1994),3.4285714285714284,2.642857142857143
Nine 1/2 Weeks (1986),2.8169014084507036,3.198795180722892
Nine Months (1995),2.7,2.8015267175572522
Nineteen Eighty-Four (1984),3.7777777777777777,3.710743801652893
Ninotchka (1939),4.195652173913044,4.011627906976744
"Ninth Gate, The (2000)",2.790322580645161,2.8983050847457625
Nixon (1995),3.75,3.4960000000000004
No Escape (1994),2.3,2.9940476190476186
No Looking Back (1998),2.6,3.2857142857142856
